run,name,dataset,total,init,find_core_points,compute_cluster_cores,assign_border_points,remove_noise_points,create_clusters,r,eps
4,QuadTree,e1.5 r0.4,18.719260493002366,0.0603142019972438,18.22360991199821,,,0.000745971003198,0.4133637740014819,0.4,1.5
0,QuadTree,e1 r0.4,14.260201990997302,0.0827741459943354,13.727586218003124,,,0.0009202259971061,0.4267082669975934,0.4,1
1,QuadTree,e1 r0.4,14.0894433450012,0.0617043429956538,13.708115794004698,,,0.0008340979984495,0.297389015002409,0.4,1
2,QuadTree,e1 r0.4,14.203017530999205,0.0578827569988789,13.680349691006995,,,0.0007915659953141,0.297771425000974,0.4,1
3,QuadTree,e1 r0.4,14.44794540500152,0.2093918899990967,13.795474133003154,,,0.0008252600018749,0.4211539980024099,0.4,1
4,QuadTree,e1 r0.4,14.25381392500276,0.060414056002628,13.748818937005126,,,0.000872058000823,0.4224788920037099,0.4,1
0,QuadTree,e0.2 r0.025,5.806756553000014,0.0884666700003435,5.247141375002684,,,0.1352158099980442,0.313580993002688,0.025,0.2
1,QuadTree,e0.2 r0.025,5.784621666003659,0.1903589790017577,5.252374403004069,,,0.0091907669993815,0.3110187409984064,0.025,0.2
2,QuadTree,e0.2 r0.025,5.933688988996437,0.0895675830033724,5.247352181999304,,,0.0089261180037283,0.440807015998871,0.025,0.2
3,QuadTree,e0.2 r0.025,5.76212372900045,0.065126142995723,5.228473440001835,,,0.0090489010035526,0.4382788439979777,0.025,0.2
4,QuadTree,e0.2 r0.025,5.8116275040010805,0.209607867996965,5.257821896004316,,,0.0090508669964037,0.3132202730048448,0.025,0.2
0,QuadTree,e0.6 r0.4,9.29861214399716,0.0759654650028096,8.767924382998899,,,0.0052704269983223,0.4279528790066251,0.4,0.6
1,QuadTree,e0.6 r0.4,9.45295342800091,0.0603887519973795,8.936334416001046,,,0.0052249950022087,0.3046947280017775,0.4,0.6
2,QuadTree,e0.6 r0.4,9.503749294002771,0.0848047850013244,8.9610450830005,,,0.005510574002983,0.3050723499982268,0.4,0.6
3,QuadTree,e0.6 r0.4,9.296492832996591,0.0635905860035563,8.777075507001427,,,0.0053590910029015,0.4288416029958171,0.4,0.6
4,QuadTree,e0.6 r0.4,9.311305854003876,0.2114156389943673,8.770633753003494,,,0.005429049997474,0.3023895289952634,0.4,0.6
0,Linear Query,e1 r0.025,36.91123819399945,0.0001501880033174,23.725582530001702,,,0.4428331789968069,12.720469885003697,0.025,1
1,Linear Query,e1 r0.025,36.29189896799653,0.0001273829984711,23.28356463900127,,,0.4463142230015364,12.541912111002604,0.025,1
2,Linear Query,e1 r0.025,36.44264611900144,0.0001178449965664,23.29215758400096,,,0.4372827629995299,12.567240395001136,0.025,1
3,Linear Query,e1 r0.025,36.33956505700189,0.0001299989962717,23.31388996799797,,,0.4347735060000559,12.570523141002925,0.025,1
4,Linear Query,e1 r0.025,36.41637394999998,0.0001198230020236,23.248141433003184,,,0.4431394519997411,12.704642058997706,0.025,1
0,Linear Query,e0.6 r0.1,37.102725181001006,0.0001298799979849,24.01903655400384,,,1.708736858003249,11.35447370300244,0.1,0.6
1,Linear Query,e0.6 r0.1,37.19833418499911,0.0001442800057702,23.84111643699725,,,1.7116296449967194,11.499599988004777,0.1,0.6
2,Linear Query,e0.6 r0.1,36.746760519003146,9.31980030145496e-05,23.667926923000778,,,1.5696087639953475,11.4793856230026,0.1,0.6
3,Linear Query,e0.6 r0.1,36.19627802999457,9.51999973040074e-05,23.22151149199636,,,1.559855820996745,11.395167898001093,0.1,0.6
4,Linear Query,e0.6 r0.1,36.248720727002365,8.971799979917705e-05,23.083544111003,,,1.6851165229963954,11.334034140003496,0.1,0.6
0,Linear Query,e0.2 r0.1,34.78685719599889,8.893199992598966e-05,23.015643938997528,,,2.770705434006232,8.980595379995066,0.1,0.2
1,Linear Query,e0.2 r0.1,34.812100871997245,9.33659975999035e-05,23.02207378899766,,,2.922423987001821,8.847950240997307,0.1,0.2
2,Linear Query,e0.2 r0.1,34.91393784200045,8.778899791650474e-05,23.182938574005675,,,2.7683669820035,8.94219808300113,0.1,0.2
3,Linear Query,e0.2 r0.1,34.58580300900212,8.415299816988409e-05,22.83885193899914,,,2.885368986993853,8.841957434997312,0.1,0.2
4,Linear Query,e0.2 r0.1,34.743399458995555,8.677799633005634e-05,22.968690369998512,,,2.9206346979990485,8.833548932998383,0.1,0.2
0,Linear Query,e0.8 r0.025,36.40095812600339,0.0001279960051761,23.152766733001044,,,0.3326361020008335,12.770058058995346,0.025,0.8
1,Linear Query,e0.8 r0.025,36.06578720499965,8.47470000735484e-05,22.82790861099784,,,0.4560679160058498,12.762235462003446,0.025,0.8
2,Linear Query,e0.8 r0.025,36.49830218299758,8.207499922718853e-05,23.245091499004047,,,0.4550283079952351,12.778814699995564,0.025,0.8
3,Linear Query,e0.8 r0.025,36.447926695000206,8.122500003082678e-05,23.19466350300354,,,0.3337992710003163,12.898112023001886,0.025,0.8
4,Linear Query,e0.8 r0.025,36.32762871500017,8.763399819144979e-05,23.03035602100136,,,0.461297536996426,12.81647612899542,0.025,0.8
0,Linear Query,e0.4 r0.025,36.687713079001696,8.580600115237758e-05,23.17720051199285,,,0.8128342390045873,12.678407820996654,0.025,0.4
1,Linear Query,e0.4 r0.025,36.335109348001424,8.460899698548019e-05,22.824630644005083,,,0.9338312149993726,12.556655470005351,0.025,0.4
2,Linear Query,e0.4 r0.025,36.88358774899825,9.805300214793532e-05,23.09102284099936,,,0.9348041080011172,12.587443388001702,0.025,0.4
3,Linear Query,e0.4 r0.025,36.57173723499727,9.0209003246855e-05,23.038927005000005,,,0.8036274929982028,12.707748491993698,0.025,0.4
4,Linear Query,e0.4 r0.025,36.70126545299718,9.337700612377375e-05,23.171698466001544,,,0.7990248249989236,12.710727899997435,0.025,0.4
0,Linear Query,e1 r0.1,33.31720679999853,8.539199916413054e-05,22.3240634160029,,,0.9144815289982944,10.059215167006188,0.1,1
1,Linear Query,e1 r0.1,33.51302200600185,8.866799907991663e-05,22.50824699600344,,,0.9193784379967838,10.064881112004514,0.1,1
2,Linear Query,e1 r0.1,33.491776290000416,8.51339937071316e-05,22.493287432000216,,,0.9135466160005308,10.065438411998912,0.1,1
3,Linear Query,e1 r0.1,33.689446806994965,8.301799971377477e-05,22.64578818699374,,,0.7898256720000063,10.234145775000798,0.1,1
4,Linear Query,e1 r0.1,33.80126746899623,8.045800495892763e-05,22.70363895300397,,,0.7909207880002214,10.285246220999396,0.1,1
0,Linear Query,e1.5 r0.025,35.74649296999996,8.661400352139026e-05,23.152013669001462,,,0.255930225001066,12.31911217200104,0.025,1.5
1,Linear Query,e1.5 r0.025,35.74404249800136,9.168899850919844e-05,23.01790288399934,,,0.2568387200008146,12.449556094004947,0.025,1.5
2,Linear Query,e1.5 r0.025,35.69380663999618,8.883800182957202e-05,23.021099691999552,,,0.254538118999335,12.398600045999046,0.025,1.5
3,Linear Query,e1.5 r0.025,35.83056418000342,8.328900003107265e-05,23.248548218005453,,,0.2592122600035509,12.30278026099404,0.025,1.5
4,Linear Query,e1.5 r0.025,35.891448595997645,8.477400115225464e-05,23.156428854003025,,,0.253615127003286,12.336548857994783,0.025,1.5
0,Linear Query,e2 r0.025,35.50042885599396,8.685699867783114e-05,23.26904290899984,,,0.0804776980003225,12.005996970001434,0.025,2
1,Linear Query,e2 r0.025,35.49836673399841,8.453099871985614e-05,23.0971295269992,,,0.2083920599980047,12.04713231200003,0.025,2
2,Linear Query,e2 r0.025,35.51672780399531,8.849800360621884e-05,23.28949621900392,,,0.2083869280031649,11.99873055399803,0.025,2
3,Linear Query,e2 r0.025,35.58979835599894,8.914300269680098e-05,23.312153486003808,,,0.2054318969967425,12.05224703100248,0.025,2
4,Linear Query,e2 r0.025,35.69261004799773,9.464000322623178e-05,23.4535800800004,,,0.209191344998544,12.00982888800354,0.025,2
0,Linear Query,e0.8 r0.1,36.20924394600297,8.240600436693057e-05,23.038540602996363,,,1.4053449590064702,11.617471235003904,0.1,0.8
1,Linear Query,e0.8 r0.1,36.02853435099678,7.996700151124969e-05,23.00670520499989,,,1.2844528280038503,11.717528779998249,0.1,0.8
2,Linear Query,e0.8 r0.1,36.04430096500437,7.661499694222584e-05,23.0448304330057,,,1.4148917350030388,11.564949766994689,0.1,0.8
3,Linear Query,e0.8 r0.1,36.24687395100045,8.21410067146644e-05,23.19573209399823,,,1.3019684070022777,11.729631293004786,0.1,0.8
4,Linear Query,e0.8 r0.1,36.04055653999967,8.735400479054078e-05,23.17299574099889,,,1.2857669459990575,11.562268230998598,0.1,0.8
0,Linear Query,e0.2 r0.4,31.688140010999632,8.656100544612855e-05,22.82365925200429,,,4.786165147001157,3.9330898920015898,0.4,0.2
1,Linear Query,e0.2 r0.4,31.54669988599926,8.186800550902262e-05,22.96436557900597,,,4.744737223001721,3.818215876999602,0.4,0.2
2,Linear Query,e0.2 r0.4,31.70816094599286,7.935399480629712e-05,22.96847593300481,,,4.771026341994002,3.9488703059978434,0.4,0.2
3,Linear Query,e0.2 r0.4,31.75394621599844,8.087999594863504e-05,23.04059147500084,,,4.892096306000894,3.801403139004833,0.4,0.2
4,Linear Query,e0.2 r0.4,31.53839160300413,7.975399785209447e-05,22.95879389599577,,,4.74297451399616,3.8166266760017606,0.4,0.2
0,Linear Query,e2 r0.4,28.46228578299633,8.376700134249404e-05,22.98350742899493,,,0.0004205200020805,5.458519210995291,0.4,2
1,Linear Query,e2 r0.4,28.71660034800152,7.739500142633915e-05,23.23019123300037,,,0.0004020199994556,5.46460639200086,0.4,2
2,Linear Query,e2 r0.4,28.3128238299978,7.88000033935532e-05,22.97010796700488,,,0.0004025910020573,5.32249999299529,0.4,2
3,Linear Query,e2 r0.4,28.469597493996844,8.167899795807898e-05,23.005520922997675,,,0.0003950469981646,5.443896727003448,0.4,2
4,Linear Query,e2 r0.4,28.688375352998264,8.066100417636335e-05,23.22882348900021,,,0.0003952590050175,5.312880903002224,0.4,2
0,Linear Query,e2 r0.1,28.10388210399833,8.038300438784063e-05,23.264778903998376,,,0.0038828010001452,4.815388154995162,0.1,2
1,Linear Query,e2 r0.1,28.16044991200033,8.481700206175447e-05,23.224103934000595,,,0.0039202819971251,4.91281141199579,0.1,2
2,Linear Query,e2 r0.1,28.26637204099825,8.482499833917245e-05,23.30874518700148,,,0.0040083690037135,4.9340059499954805,0.1,2
3,Linear Query,e2 r0.1,28.067550466003013,8.201300079235807e-05,23.230732957999862,,,0.0039469280018238,4.8129530110018095,0.1,2
4,Linear Query,e2 r0.1,28.20500468099636,9.84699945547618e-05,23.23835429199972,,,0.0039580019947607,4.94266808500106,0.1,2
0,Linear Query,e0.6 r0.025,36.7648768289946,7.901399658294395e-05,23.26592719600012,,,0.527967551999609,12.951523086005182,0.025,0.6
1,Linear Query,e0.6 r0.025,36.53193979800562,7.991900201886892e-05,23.18476060499961,,,0.5238430090030306,12.803973906004105,0.025,0.6
2,Linear Query,e0.6 r0.025,36.46465421000176,8.038500527618453e-05,23.15702159299689,,,0.524214914003096,12.763839238999935,0.025,0.6
3,Linear Query,e0.6 r0.025,36.78331809899828,9.38140001380816e-05,23.275918890998582,,,0.652181699006178,12.835003535998112,0.025,0.6
4,Linear Query,e0.6 r0.025,36.64727803799906,8.910000178730115e-05,23.15055871999357,,,0.5234766830035369,12.827863784004876,0.025,0.6
0,Linear Query,e1.5 r0.1,30.300396735001414,9.110300015890972e-05,23.088341784001383,,,0.2285882770011085,6.9642908349997015,0.1,1.5
1,Linear Query,e1.5 r0.1,30.20902091799508,0.0001026910031214,22.98924606999936,,,0.2290148350002709,6.970575054001529,0.1,1.5
2,Linear Query,e1.5 r0.1,30.296595503998105,9.848799527389927e-05,23.22499733500445,,,0.1050945509996381,6.946373593993485,0.1,1.5
3,Linear Query,e1.5 r0.1,30.275371438001457,9.166599920718e-05,23.18524280600104,,,0.1046467019987176,6.96621456900175,0.1,1.5
4,Linear Query,e1.5 r0.1,30.279051728000923,0.0001010749983834,23.1767719970012,,,0.2282445279997773,6.854652308000368,0.1,1.5
0,Linear Query,e0.4 r0.4,34.3831044489998,0.0001008499966701,22.814107881997188,,,4.017999445997702,7.279459872996085,0.4,0.4
1,Linear Query,e0.4 r0.4,34.114569657001994,8.694399730302393e-05,22.862543029994413,,,4.131912693999766,7.100927045001299,0.4,0.4
2,Linear Query,e0.4 r0.4,34.391880761999346,0.000164085002325,23.012635655999475,,,4.0190217239942285,7.090013981003722,0.4,0.4
3,Linear Query,e0.4 r0.4,34.10880340500444,8.972000068752095e-05,22.854584187996807,,,4.140154581000388,7.094798770995112,0.4,0.4
4,Linear Query,e0.4 r0.4,34.415692753005715,9.632199362386018e-05,23.057304762005515,,,4.0047313180039055,7.207853680003609,0.4,0.4
0,Linear Query,e0.4 r0.1,36.21921253899927,8.461799734504893e-05,23.21170920899749,,,1.851996917001088,11.010785765996845,0.1,0.4
1,Linear Query,e0.4 r0.1,36.002867911003705,8.967099711298943e-05,23.031734235999465,,,1.9739014450024115,10.851539364004566,0.1,0.4
2,Linear Query,e0.4 r0.1,36.03701088100206,9.593400318408384e-05,23.01376411399542,,,1.980009564998909,11.023885403999884,0.1,0.4
3,Linear Query,e0.4 r0.1,36.217554093003855,8.650899690110236e-05,23.223860237005283,,,1.982613747997675,10.99115880199679,0.1,0.4
4,Linear Query,e0.4 r0.1,36.04393431200151,8.588999480707571e-05,23.0590912560001,,,1.978882778006664,10.986457703002088,0.1,0.4
0,Linear Query,e0.8 r0.4,33.21997719800129,9.403099829796702e-05,23.032266580004944,,,0.4254368969995994,9.742407484998694,0.4,0.8
1,Linear Query,e0.8 r0.4,33.23373793599603,9.026900079334156e-05,23.04993392999313,,,0.4275061290027224,9.610757891001413,0.4,0.8
2,Linear Query,e0.8 r0.4,33.04903319299774,9.249799768440424e-05,22.998829595002466,,,0.3011891490023117,9.72923904700292,0.4,0.8
3,Linear Query,e0.8 r0.4,33.23282854599529,9.097400470636784e-05,23.035146823000105,,,0.4260900689987466,9.75244322999788,0.4,0.8
4,Linear Query,e0.8 r0.4,33.22976920400106,9.000900172395632e-05,23.01298376100021,,,0.2992868510045809,9.8967328860017,0.4,0.8
0,Linear Query,e1.5 r0.4,30.04666724199342,9.114800195675345e-05,23.028389161998348,,,0.0003951509934267,6.997190579000744,0.4,1.5
1,Linear Query,e1.5 r0.4,29.957771441993827,9.07499997993e-05,22.96640562500397,,,0.0004165499994996,6.971723304995976,0.4,1.5
2,Linear Query,e1.5 r0.4,30.01290642200184,8.658300066599622e-05,22.987715679999383,,,0.0004029190022265,7.005502113002876,0.4,1.5
3,Linear Query,e1.5 r0.4,29.99400397900172,8.877999789547175e-05,22.997693010998773,,,0.000413533001847,6.976585410004191,0.4,1.5
4,Linear Query,e1.5 r0.4,30.030312333001348,9.020799916470423e-05,23.02266674400016,,,0.0003891100059263,6.987885812006425,0.4,1.5
0,Linear Query,e1 r0.4,31.43345065299945,8.90380033524707e-05,22.50018557799922,,,0.0278502189976279,8.760674350996851,0.4,1
1,Linear Query,e1 r0.4,31.33582796099654,9.127800149144603e-05,22.362983017999795,,,0.1527544459968339,8.800705239002127,0.4,1
2,Linear Query,e1 r0.4,31.48405330099922,9.61620025918819e-05,22.505022314995585,,,0.1547743889968842,8.80502455199894,0.4,1
3,Linear Query,e1 r0.4,31.52487407300213,9.1733003500849e-05,22.67900451800233,,,0.0282327540044207,8.798146838998946,0.4,1
4,Linear Query,e1 r0.4,31.50789456900384,9.280799713451417e-05,22.64629712799797,,,0.0292919470011838,8.81277311300073,0.4,1
0,Linear Query,e0.2 r0.025,35.2207356949948,8.928299939725548e-05,22.95555569499993,,,1.9773897129998657,10.267909618996782,0.025,0.2
1,Linear Query,e0.2 r0.025,35.241900842003815,9.515800047665834e-05,23.00223312000162,,,1.9643390199998976,10.254161809003564,0.025,0.2
2,Linear Query,e0.2 r0.025,35.296042699999816,8.888100273907185e-05,23.03264633600338,,,1.9611147639952835,10.28241330999299,0.025,0.2
3,Linear Query,e0.2 r0.025,35.22401998099667,0.0001090130026568,22.99986490399897,,,1.959546444006264,10.243918647996908,0.025,0.2
4,Linear Query,e0.2 r0.025,35.235929014997964,8.863399852998555e-05,22.98720062000212,,,1.969867712999985,10.259569230001944,0.025,0.2
0,Linear Query,e0.6 r0.4,35.99799695399997,8.66880000103265e-05,23.18761318599718,,,1.7495690189971356,11.041630851002992,0.4,0.6
1,Linear Query,e0.6 r0.4,36.015629697001714,9.037699783220889e-05,23.194616420994866,,,1.7530076409966568,11.046446895001282,0.4,0.6
2,Linear Query,e0.6 r0.4,36.17025415699754,8.786999387666583e-05,23.210373389003507,,,1.7469605009973748,11.067604629002744,0.4,0.6
3,Linear Query,e0.6 r0.4,36.049651838999125,9.494899859419093e-05,23.24397093999869,,,1.7557499560061842,11.030622885999035,0.4,0.6
4,Linear Query,e0.6 r0.4,35.996266908005055,8.487499871989712e-05,23.193436460998782,,,1.7450578970019706,11.03837490099977,0.4,0.6
